26	11	32
86	53	86
42	61	37
11	65	61
83	63	81
32	51	20
58	69	44
51	82	99
33	50	79
39	55	90
82	95	67
26	28	94
48	79	70
75	36	19
39	93	46
21	96	55
66	81	77
61	56	80
11	25	69
96	95	93
40	91	53
44	43	70
81	70	94
78	83	47
48	82	63
21	56	35
59	56	36
55	90	41
51	93	72
37	79	91
53	32	83
35	31	67
80	25	18
24	48	59
50	22	60
74	61	71
76	10	83
11	48	52
88	82	95
61	91	90
51	77	61
91	97	97
74	75	17
36	70	83
110	88	66
92	82	40
53	42	65
89	19	99
16	94	86
27	88	31
13	88	98
80	65	32
72	75	12
29	94	48
33	76	51
11	34	60
18	92	14
72	81	12
13	72	79
93	90	90
75	45	60
97	79	46
10	22	31
99	56	12
99	85	11
91	61	63
40	28	48
63	29	85
25	84	20
67	62	95
11	78	68
80	24	93
92	10	65
47	29	88
77	40	69
47	92	39
76	46	49
71	39	11
91	25	23
55	35	45
20	31	50
99	53	41
14	76	37
90	62	67
11	57	73
52	54	68
71	96	65
29	53	68
13	30	65
70	66	20
96	98	83
52	40	81
65	97	72
60	38	73
97	99	16
55	43	10
52	16	89
64	73	50
38	30	68
21	24	77
53	89	99
21	72	84
69	69	86
41	45	58
93	72	31
30	17	99
22	31	39
69	76	75
62	79	53
76	55	83
14	30	43
72	33	97
62	23	95
18	75	39
27	83	11
10	79	37
98	31	17
25	19	36
68	42	18
14	90	67
87	25	42
28	11	29
18	92	13
72	10	83
56	43	88
16	83	12
56	57	45
57	27	61
14	90	92
89	83	57
41	87	27
17	97	53
70	25	12
85	34	75
59	90	65
52	75	21
24	36	41
84	66	47
41	47	56
71	12	41
48	14	13
19	91	38
61	29	60
21	42	82
34	98	82
28	35	97
43	96	75
69	34	97
35	35	35
44	59	56
80	89	88
92	46	84
76	54	98
32	68	10
73	99	34
41	11	11
38	78	77
53	28	72
63	69	28
17	99	42
19	41	62
16	77	40
27	66	39
87	29	96
59	45	77
72	40	69
91	27	49
74	34	90
16	13	87
40	15	84
75	75	75
34	61	97
35	44	76
87	28	65
20	26	25
83	44	17
37	85	58
72	12	75
30	30	46
90	31	25
76	97	34
39	12	43
65	17	48
77	26	78
29	11	54
73	26	27
68	62	44
94	69	24
13	63	82
27	44	71
82	24	67
65	61	23
70	45	40
84	97	32
95	12	81
85	44	16
27	36	35
91	10	15
80	34	29
90	35	85
23	46	73
60	53	40
55	67	10
39	34	99
81	57	89
72	90	18
69	79	11
68	31	34
11	43	86
56	47	12
94	99	90
48	90	102
39	38	86
31	19	97
11	55	42
61	12	91
76	48	15
68	54	89
70	86	44
85	13	94
17	10	80
96	47	85
75	36	71
23	29	21
31	17	91
41	82	12
95	43	69
89	54	20
72	88	41
19	14	28
32	51	47
87	83	12
56	94	80
43	68	89
71	55	77
97	30	88
72	72	75
96	39	88
39	72	23
32	55	42
66	72	77
74	56	11
87	70	48
30	91	49
81	90	19
71	69	31
53	92	81
83	64	10
50	17	99
85	11	63
86	35	43
15	68	77
54	95	44
80	49	38
47	54	92
92	60	85
30	92	78
30	11	74
49	86	72
86	60	39
47	31	77
20	21	29
61	21	92
79	25	47
19	66	62
62	62	62
93	36	98
29	85	80
23	41	93
11	54	28
87	89	79
66	71	71
48	93	85
85	36	12
25	75	13
16	14	29
24	32	78
12	51	63
63	80	75
71	86	37
52	55	86
58	52	32
45	34	39
93	18	31
26	51	18
37	40	90
92	35	40
94	58	34
49	93	27
33	88	71
57	24	59
84	68	93
26	33	92
96	38	86
83	16	91
75	21	31
29	29	29
35	45	16
89	82	29
61	96	98
42	88	79
68	15	53
83	53	94
77	73	31
23	96	12
87	75	51
40	13	63
75	75	75
19	54	30
30	99	62
57	71	91
58	55	90
83	34	29
78	81	66
79	28	77
71	77	83
42	98	24
18	12	72
23	54	61
31	40	70
69	65	24
15	29	19
37	11	74
66	51	48
78	35	19
62	62	26
56	35	13
37	81	35
36	46	11
74	61	30
24	50	44
41	44	63
55	10	21
72	30	78
71	40	79
66	84	54
38	38	38
60	53	33
78	34	70
28	28	28
67	93	90
13	43	24
19	60	55
53	78	87
64	45	58
37	38	52
36	32	16
52	14	32
46	54	78
98	57	76
90	85	80
55	92	19
15	33	41
38	55	65
93	73	40
50	22	47
56	78	78
75	17	62
61	73	90
38	87	79
82	35	17
38	41	49
10	28	32
99	80	45
36	58	45
93	74	92
46	90	92
50	16	33
22	47	90
10	61	12
31	99	86
87	57	24
80	73	40
82	49	82
68	28	27
53	39	89
20	66	24
16	53	76
69	31	73
37	32	53
27	44	63
90	35	21
57	69	23
82	70	79
33	51	95
31	97	69
46	83	88
51	25	59
45	59	19
27	89	50
53	33	47
48	12	70
72	58	79
98	32	51
43	63	49
48	33	63
90	37	76
17	25	44
74	93	83
58	70	67
96	86	18
26	76	96
75	85	97
51	66	87
65	27	50
22	32	33
42	58	27
52	63	35
34	16	62
44	44	14
45	66	46
76	27	94
37	84	71
25	25	81
66	54	76
88	99	31
55	67	33
83	36	58
96	72	120
63	55	44
40	95	96
59	49	30
21	78	42
72	63	20
80	67	27
42	42	59
11	88	10
14	58	95
60	23	80
50	96	90
62	85	84
66	12	51
41	19	46
98	57	89
64	48	80
34	76	79
59	94	62
85	11	32
95	70	99
61	95	60
62	35	18
59	28	80
86	34	50
11	34	24
53	52	84
16	29	82
21	21	60
56	94	91
63	14	55
86	64	74
30	50	89
31	11	45
51	62	11
68	77	15
93	89	16
39	49	35
65	32	39
47	91	47
69	89	62
47	18	44
80	53	10
79	55	65
33	88	80
21	33	16
86	35	72
79	12	47
78	95	94
19	35	63
64	77	32
53	34	60
57	62	47
67	29	76
67	16	36
23	50	66
65	88	52
82	47	98
28	66	11
96	88	82
45	57	27
58	73	77
94	30	55
39	33	27
67	84	51
28	44	60
26	26	37
45	68	20
25	73	93
49	36	50
29	35	82
59	95	44
81	39	10
49	13	57
61	93	46
45	30	48
57	41	50
65	53	11
81	90	97
23	25	31
89	73	30
55	70	55
30	28	18
28	77	36
50	24	98
63	97	17
10	84	29
29	14	18
81	86	93
45	30	84
54	36	64
78	98	43
27	48	12
12	15	93
12	50	70
89	36	37
32	71	81
68	91	98
50	86	63
42	51	59
16	67	31
60	22	64
94	19	91
20	83	92
32	92	13
98	10	55
41	37	52
80	36	15
89	23	65
36	35	93
61	51	53
36	45	17
85	94	68
64	23	58
22	15	48
90	49	45
78	89	47
68	25	98
65	44	99
31	78	15
40	81	91
23	27	43
86	99	29
21	25	14
84	38	25
36	89	17
26	82	82
37	56	36
42	20	88
45	24	51
27	77	33
95	13	75
53	58	90
59	99	69
38	85	81
37	61	56
88	79	70
14	66	62
43	40	60
74	41	27
15	57	10
47	43	17
50	64	60
13	33	93
47	55	46
35	15	60
99	66	63
42	65	10
95	39	70
83	83	41
63	54	17
77	45	51
34	80	97
26	54	78
39	89	80
88	48	29
23	26	61
33	83	23
66	79	31
22	97	65
14	43	66
97	71	39
20	25	48
82	39	93
64	15	43
42	29	59
91	69	57
88	82	46
77	62	70
11	17	70
67	68	12
57	35	42
12	74	28
64	71	10
59	85	62
61	86	14
69	33	30
84	37	30
83	51	60
39	87	73
71	73	44
28	12	95
70	66	11
64	25	48
49	13	99
46	38	71
58	66	30
11	22	77
76	78	27
29	40	42
75	59	12
44	44	44
49	12	82
13	19	79
36	62	27
91	41	47
33	29	84
73	32	39
16	83	46
44	15	73
54	21	35
62	81	81
109	60	91
51	58	87
25	18	41
60	36	79
36	52	53
54	29	28
94	95	75
62	46	78
31	65	49
95	89	56
69	82	37
58	30	48
84	97	95
64	11	65
94	65	97
85	80	97
66	80	75
72	10	97
64	97	68
43	45	40
56	88	61
30	59	94
30	63	66
73	63	99
11	11	11
42	66	29
75	67	88
36	35	95
84	28	56
27	69	21
81	88	59
68	29	99
28	61	92
64	31	92
48	69	94
16	25	11
17	74	17
86	44	15
29	48	76
85	77	72
48	64	80
98	29	68
31	14	92
89	31	20
48	73	55
69	42	90
52	92	62
39	30	40
99	89	79
71	68	86
61	86	56
32	44	11
46	71	56
15	40	67
32	73	95
54	96	70
14	33	37
80	39	96
60	27	69
74	81	94
20	91	36
91	98	49
52	63	24
80	50	18
42	42	96
28	80	46
55	48	37
77	55	73
51	21	27
52	18	69
21	35	17
15	60	95
14	14	16
84	13	85
53	76	17
14	13	91
91	98	46
65	62	62
52	54	27
18	36	27
78	14	79
30	84	93
72	95	70
58	22	21
42	41	97
70	99	21
25	36	15
85	75	74
94	63	25
27	76	50
63	84	47
83	35	92
78	50	73
79	44	92
60	90	49
15	18	94
89	10	48
94	67	50
22	46	62
55	93	23
61	93	76
59	60	72
64	48	27
48	90	17
63	71	15
81	50	78
52	77	85
63	37	63
72	42	49
74	97	84
40	15	33
61	55	93
21	21	21
77	31	18
70	48	69
32	52	27
87	33	54
13	22	51
78	88	52
39	81	97
15	66	88
36	92	27
68	90	67
39	50	22
94	50	33
76	79	12
46	77	73
64	79	29
98	84	30
20	16	46
27	81	61
63	84	77
69	69	51
24	32	89
42	58	97
12	43	27
74	69	91
60	48	76
10	67	99
76	28	69
21	92	58
53	44	71
24	89	48
17	32	45
40	65	77
77	37	78
53	77	63
22	49	35
50	68	54
10	39	60
38	15	70
39	14	77
29	42	37
41	72	66
95	56	93
53	21	74
66	98	17
84	44	46
66	20	74
53	51	80
22	66	94
47	22	90
10	24	81
48	35	67
74	19	88
93	72	47
51	51	82
87	19	58
38	53	94
98	90	81
42	49	79
41	39	87
10	37	72
90	62	17
50	87	78
97	69	94
79	96	41
71	89	72
65	12	51
77	15	53
79	90	34
63	23	65
79	87	92
64	70	58
91	81	73
25	21	88
59	73	23
53	79	92
64	38	97
63	64	74
19	98	82
98	18	25
84	93	33
22	73	20
27	25	76
54	64	83
68	97	88
92	50	88
19	32	33
29	41	63
41	74	21
76	44	81
79	81	26
63	67	31
15	68	90
33	81	79
86	70	75
64	18	72
53	93	17
82	63	61
39	60	49
76	76	76
15	90	62
25	30	18
72	79	68
21	75	51
47	89	27
86	60	65
80	37	38
62	13	40
30	63	18
66	96	72
28	17	34
15	81	90
47	92	19
78	51	90
83	28	80
75	75	75
14	79	11
35	71	18
67	89	35
30	63	73
42	40	24
56	54	40
90	96	15
28	73	24
38	73	11
20	78	12
72	72	35
36	30	99
45	39	88
47	40	70
18	79	60
16	81	16
93	95	92
13	81	64
23	72	56
98	47	21
23	77	81
42	39	68
14	97	94
19	87	97
79	66	96
16	21	42
30	97	60
78	14	58
68	45	14
28	82	28
41	99	40
45	14	34
68	35	62
80	82	38
48	21	19
24	50	85
36	12	46
68	43	97
28	66	74
89	83	82
69	69	69
11	23	89
20	37	55
75	52	89
58	45	14
94	45	85
64	29	40
14	46	58
68	92	19
14	90	78
90	64	60
32	88	85
10	56	68
83	10	35
65	83	35
97	98	70
86	97	95
27	37	11
76	35	55
13	66	89
48	39	43
69	61	86
81	81	35
88	34	94
79	17	33
32	50	17
76	99	25
49	58	14
71	48	67
57	81	21
92	82	78
22	63	52
42	85	80
78	52	52
60	42	23
28	15	82
66	58	73
63	94	19
55	63	77
10	94	94
77	65	79
21	83	92
17	14	97
45	73	53
18	95	22
47	57	34
46	30	50
39	90	45
66	13	64
41	64	24
27	72	94
28	33	64
80	12	88
94	91	16
20	73	86
79	53	76
11	42	10
85	61	28
15	74	77
53	23	64
62	43	54
45	64	65
75	19	49
83	47	57
94	64	72
80	40	39
56	75	27
76	89	98
74	47	69
10	64	52
42	87	60
69	26	65
44	56	60
77	40	71
35	18	38
35	98	84
38	21	87
23	86	52
59	27	81
96	36	95
39	14	12
36	30	56
39	56	35
74	71	14
94	64	95
83	91	12
93	90	40
64	51	57
85	24	85
92	32	19
42	65	88
61	34	72
62	51	68
50	91	50
33	89	67
99	99	99
79	79	55
34	49	30
97	91	11
97	53	53
97	28	93
48	37	18
12	34	57
14	55	73
31	46	73
30	35	72
96	31	31
63	42	18
37	98	19
72	28	75
89	26	42
48	18	31
88	75	38
27	18	46
30	39	31
91	94	88
10	75	24
76	25	69
52	30	92
96	23	90
68	67	89
41	32	79
86	65	14
71	26	39
23	14	47
83	97	27
63	61	68
35	86	97
66	57	38
92	24	90
63	84	76
20	46	60
51	51	24
60	54	58
64	22	14
73	19	90
61	51	52
43	36	77
92	79	30
21	48	39
27	47	21
48	11	73
50	42	44
72	85	50
93	31	90
82	41	75
27	32	45
50	95	48
88	65	99
70	77	95
48	33	83
54	20	41
71	50	60
86	73	63
51	24	86
52	26	82
13	56	81
21	29	70
18	27	66
14	91	73
36	80	56
68	66	85
87	80	56
58	21	56
13	73	81
47	21	21
93	56	54
88	24	13
45	54	14
21	97	73
73	34	61
88	24	74
32	44	88
96	30	63
35	82	48
32	63	69
19	90	24
88	73	99
59	62	69
93	56	34
17	46	93
53	20	52
45	55	80
79	12	13
81	73	14
71	21	99
42	88	15
42	43	96
20	36	52
97	50	56
12	60	17
39	60	88
51	78	74
78	83	24
23	52	58
46	32	66
94	75	85
70	86	48
64	92	84
24	45	19
46	30	75
16	77	53
61	93	61
64	96	68
37	83	88
38	26	10
20	17	25
85	24	90
61	13	70
70	24	72
59	12	72
57	52	69
77	29	27
69	94	98
68	15	66
30	78	56
60	56	43
35	46	65
22	13	29
98	59	50
98	13	95
93	50	79
65	17	63
66	70	15
16	56	36
97	37	20
64	52	80
64	58	61
43	83	31
96	54	15
44	71	72
74	76	42
14	99	68
34	93	44
51	74	17
89	82	48
99	86	92
98	82	84
66	97	74
76	78	90
26	49	21
21	24	17
17	66	31
20	94	69
74	55	71
30	21	66
31	72	44
19	73	82
97	70	85
85	87	30
52	95	96
56	94	90
95	21	27
84	83	95
94	52	59
70	65	68
17	96	70
13	61	47
39	41	88
47	61	28
38	45	71
31	85	45
79	53	85
50	14	85
16	42	49
98	86	16
75	45	43
39	47	71
85	70	90
16	84	92
46	64	61
74	27	63
86	74	30
42	57	85
28	91	50
38	29	22
72	21	92
89	32	40
53	70	74
39	68	88
40	37	65
62	32	81
84	21	32
46	76	61
69	10	27
71	87	28
45	92	70
60	58	82
70	35	44
44	53	82
24	15	52
57	80	20
18	26	70
69	13	87
97	45	55
67	34	13
72	85	12
42	49	53
43	33	58
69	54	39
88	58	35
90	30	10
39	32	22
86	60	81
35	82	81
10	41	43
33	85	93
31	80	76
56	10	61
89	66	36
65	54	29
79	60	22
68	35	64
60	42	11
43	54	76
22	77	64
78	67	33
56	68	78
15	50	16
60	71	12
83	24	97
42	64	74
40	44	84
68	57	71
46	79	93
47	86	84
48	54	99
31	41	20
80	19	76
80	65	50
20	52	16
84	40	79
62	61	76
24	58	42
53	83	16
51	71	70
51	19	39
63	80	34
29	33	27
10	21	15
26	64	85
98	43	59
10	13	80
37	17	17
58	24	90
53	72	66
93	10	46
29	45	98
70	97	36
11	42	79
33	84	25
71	51	85
88	81	21
97	54	85
67	15	44
44	13	18
60	92	21
93	69	24
75	70	53
84	10	77
19	61	38
43	94	86
14	62	29
46	62	17
20	15	96
92	18	27
42	31	67
94	60	66
22	50	18
44	64	57
37	24	54
96	36	65
49	65	75
45	90	74
90	97	97
58	89	16
37	94	46
18	30	99
78	48	93
69	17	76
48	78	25
94	76	49
53	28	53
55	59	97
38	69	80
18	40	99
34	80	32
95	19	75
36	31	19
13	69	49
29	28	77
26	18	28
26	38	88
62	62	21
24	65	50
46	26	54
93	59	15
35	20	49
10	86	43
28	51	24
30	51	46
61	63	47
29	91	62
70	33	46
89	98	46
56	33	19
27	27	27
87	52	70
15	70	54
38	24	27
85	93	90
46	91	12
63	20	39
60	97	34
39	67	33
19	45	67
46	34	45
15	92	58
36	72	89
38	84	57
23	87	80
57	92	61
83	27	74
40	18	34
39	22	85
81	24	92
33	30	84
60	98	33
75	73	63
22	28	42
64	28	20
42	34	92
33	75	32
29	98	82
92	18	38
63	86	32
18	54	25
24	46	32
67	58	48
32	32	60
91	39	54
85	76	23
38	51	61
29	52	58
48	71	75
23	19	89
72	98	85
43	37	51
43	47	54
85	52	40
34	81	38
81	28	83
62	99	69
49	66	82
13	57	88
47	83	56
14	41	85
52	16	46
87	93	97
86	18	84
15	50	27
83	89	38
58	68	57
72	88	16
34	50	31
68	34	36
40	20	83
21	51	62
73	85	18
71	79	99
26	43	16
98	67	74
26	92	97
99	83	99
51	12	80
63	87	72
99	75	40
68	70	77
74	69	59
44	54	14
23	90	25
85	25	78
60	19	65
67	69	78
65	35	54
41	97	52
55	44	40
98	35	50
81	51	97
57	13	88
51	91	22
52	71	50
65	24	80
30	31	18
67	83	32
45	64	23
46	15	37
69	30	59
28	94	11
22	69	62
45	26	30
23	14	67
37	15	20
96	42	82
54	77	29
82	18	80
80	84	85
11	43	22
97	99	67
28	91	11
79	97	52
51	78	44
26	10	24
88	14	22
87	13	61
58	49	87
26	97	40
96	28	100
53	95	97
34	52	87
46	16	70
39	29	66
74	51	53
34	71	16
18	78	55
33	52	60
67	81	70
85	92	58
19	34	46
32	74	61
44	44	44
98	24	33
24	68	52
16	13	15
83	69	83
49	61	96
61	54	78
35	18	90
69	69	69
14	61	97
12	78	86
12	95	38
10	44	98
44	48	79
89	46	93
46	97	75
81	59	48
49	64	53
93	93	93
18	76	14
80	21	96
73	40	62
41	35	39
18	45	63
81	87	40
27	50	38
78	61	93
52	41	19
62	85	51
46	80	70
27	68	47
25	59	39
92	37	29
34	98	20
53	26	33
29	99	63
83	13	89
32	66	26
31	36	41
24	85	32
84	13	85
58	47	67
92	85	40
46	61	88
88	94	53
50	12	38
50	66	53
18	10	63
40	35	32
87	95	38
59	55	86
42	40	94
39	92	18
12	86	41
73	51	29
91	59	95
12	80	83
46	53	55
41	60	33
48	102	90
56	84	30
52	61	26
87	91	54
16	46	43
16	27	22
13	73	99
20	57	17
82	58	79
97	13	93
30	59	12
70	47	27
76	66	58
34	38	96
41	20	45
49	31	90
37	56	12
94	84	61
64	42	59
96	99	75
17	38	77
77	59	64
53	14	96
23	26	26
12	39	11
55	75	37
24	39	59
32	62	69
10	69	83
67	46	90
25	24	72
32	68	93
32	32	96
29	19	88
62	94	35
35	91	84
10	66	66
68	60	49
28	71	63
68	58	64
84	65	85
42	36	72
63	14	12
92	99	86
60	75	23
57	15	98
36	24	92
96	91	66
66	19	83
82	20	40
19	37	14
64	60	52
21	10	66
26	78	21
19	76	96
68	91	41
82	10	72
40	98	59
43	20	13
66	31	76
53	53	65
65	77	54
74	29	51
70	76	76
43	47	18
41	22	51
53	59	54
32	37	30
49	56	65
22	33	42
15	36	56
49	79	74
57	93	41
31	47	93
13	34	56
96	27	37
76	34	56
55	72	12
69	55	17
77	99	75
24	30	87
53	53	24
25	77	21
75	97	80
76	95	78
20	73	81
13	68	16
35	67	14
35	78	78
71	44	97
54	71	79
81	14	77
76	44	75
25	75	38
51	89	90
86	83	98
12	30	19
78	21	36
45	96	69
55	71	73
84	20	60
68	75	21
89	88	97
52	10	79
63	38	81
63	25	86
33	20	29
98	75	40
53	52	87
24	37	12
67	74	71
23	89	11
62	83	24
89	75	97
75	37	37
33	95	51
32	22	86
36	45	27
50	70	61
76	25	47
83	89	48
64	81	24
97	42	10
17	52	43
78	29	39
32	15	34
76	45	38
95	67	22
25	91	38
10	79	98
24	39	52
89	36	25
13	11	10
50	31	98
95	87	89
20	33	95
39	64	47
94	41	93
51	25	84
71	97	91
31	65	27
35	30	24
46	55	13
62	76	74
35	72	26
28	50	66
33	34	99
25	95	53
30	73	21
92	54	90
36	56	88
71	84	21
22	21	20
30	92	20
70	10	45
65	98	38
26	90	21
39	10	84
85	94	48
83	68	39
14	37	77
32	12	69
51	13	85
26	29	56
91	79	73
80	49	34
42	58	52
12	42	32
62	99	78
41	59	80
65	17	38
16	87	64
74	97	10
95	26	98
64	86	72
95	78	80
23	34	70
97	95	66
92	20	11
22	53	84
32	44	28
40	80	26
69	74	23
80	18	30
47	22	88
21	39	42
15	80	73
48	16	72
81	36	23
23	18	32
40	87	16
81	79	81
59	56	96
12	78	96
69	44	82
19	17	77
98	86	18
95	19	59
93	80	20
54	48	82
84	12	75
34	31	61
71	55	33
71	95	39
22	62	91
38	21	58
65	35	69
56	40	98
29	91	91
43	64	42
56	40	91
96	91	31
84	75	42
67	17	83
43	59	41
55	23	25
40	47	87
56	32	60
24	19	32
64	65	64
93	20	55
49	66	70
89	24	11
62	58	60
68	44	81
45	77	96
37	13	18
43	56	92
68	47	85
42	28	62
11	24	46
13	81	66
60	63	99
47	76	46
73	28	29
31	59	56
86	52	27
94	42	60
70	90	12
80	89	75
25	96	30
23	44	64
99	31	72
32	79	80
47	16	47
27	37	19
61	44	97
30	78	46
19	19	19
96	24	93
81	57	11
23	24	14
96	38	43
25	33	72
61	85	70
57	56	43
49	69	72
38	54	21
23	93	97
75	99	51
35	90	75
50	31	82
23	88	11
57	14	79
58	65	65
96	74	51
70	55	52
24	41	23
92	70	13
27	78	53
22	21	95
42	42	27
55	20	28
36	27	52
10	65	28
17	92	82
57	93	78
47	26	45
82	80	18
83	22	43
16	18	93
15	54	63
94	60	19
92	35	80
35	26	37
59	42	40
24	47	43
64	54	39
75	49	61
10	61	60
33	41	33
51	89	30
66	63	96
85	93	42
50	61	26
54	56	21
61	67	55
61	22	34
58	98	66
32	79	16
60	45	67
76	41	45
70	84	57
42	66	82
64	12	56
33	71	25
86	32	42
68	35	22
61	66	48
75	32	89
53	68	48
20	24	88
27	21	66
81	16	89
72	79	78
12	37	69
74	96	89
38	19	66
86	49	35
53	85	33
55	95	27
69	18	91
11	71	73
57	66	10
18	86	72
62	70	85
37	39	41
84	60	37
57	33	42
64	94	23
32	61	26
25	95	84
30	50	40
48	87	60
52	43	77
62	30	75
26	92	98
62	19	32
58	98	23
27	10	44
60	53	81
28	39	97
94	23	48
63	76	14
43	47	19
46	89	27
94	83	17
18	96	36
75	41	51
98	33	24
34	82	13
74	77	44
13	32	74
35	55	75
47	73	60
96	11	13
36	72	42
11	82	30
44	47	71
68	12	80
14	67	35
83	66	27
69	39	13
72	71	40
55	20	60
13	87	78
60	88	12
45	24	49
18	59	60
85	62	78
69	10	45
95	15	58
45	56	87
25	31	87
48	46	97
92	23	51
70	34	70
64	13	17
54	60	43
60	64	61
96	51	89
40	86	76
89	84	68
45	56	35
41	93	38
61	81	91
24	10	40
27	49	56
75	97	93
35	45	23
20	47	20
66	85	14
20	33	11
42	65	17
91	49	34
85	98	32
46	46	36
57	29	54
61	55	19
95	61	55
92	75	47
63	23	11
57	64	95
22	70	99
91	57	22
46	19	67
89	86	48
97	88	17
42	80	83
82	52	61
96	82	94
11	30	99
95	17	23
77	86	97
53	42	66
14	16	40
12	33	11
70	72	69
52	41	20
94	63	57
48	72	85
50	72	55
41	31	47
98	94	29
24	46	38
74	43	41
18	51	12
29	14	30
18	18	18
83	54	40
96	89	82
75	92	73
64	45	97
69	15	49
73	95	86
81	32	96
90	96	90
61	87	38
89	88	35
34	62	67
70	36	13
22	90	24
81	51	51
51	86	34
26	13	89
30	69	97
68	33	75
24	20	29
60	40	28
70	16	11
17	63	75
17	51	32
38	24	38
42	44	66
11	91	19
21	89	47
64	30	11
91	79	80
46	52	66
48	11	75
59	62	47
88	97	29
24	67	72
21	12	77
60	61	80
69	40	96
63	34	60
28	82	77
30	45	68
27	97	27
85	36	73
31	79	41
88	97	95
56	33	98
98	35	34
97	88	33
24	38	41
33	66	94
71	69	25
30	27	61
69	32	51
79	72	55
42	65	24
34	34	34
55	47	17
14	41	81
56	48	21
39	63	94
86	95	96
86	27	20
25	61	68
22	55	57
84	89	73
15	69	28
63	72	90
73	54	44
59	44	61
23	69	34
18	53	58
68	11	15
19	90	99
63	14	58
40	57	19
53	74	55
76	38	88
64	55	71
65	93	96
10	10	10
65	80	50
31	53	97
41	48	69
70	56	42
77	18	16
70	31	11
52	76	29
93	63	41
24	73	49
79	42	85
92	70	58
69	69	69
30	71	43
41	38	14
14	34	62
77	52	99
26	24	25
34	27	59
